Unique ID ;Parent;Name;Tier 1;Tier 2;Tier 3;Tier 4
18;16;Certified Pre-Owned Cars;Automotive;Auto Type;Certified Pre-Owned Cars;
19;16;Classic Cars;Automotive;Auto Type;Classic Cars;
20;16;Concept Cars;Automotive;Auto Type;Concept Cars;
21;16;Driverless Cars;Automotive;Auto Type;Driverless Cars;
22;16;Green Vehicles;Automotive;Auto Type;Green Vehicles;
23;16;Luxury Cars;Automotive;Auto Type;Luxury Cars;
24;16;Performance Cars;Automotive;Auto Type;Performance Cars;
25;1;Car Culture;Automotive;Car Culture;;
26;1;Dash Cam Videos;Automotive;Dash Cam Videos;;
27;1;Motorcycles;Automotive;Motorcycles;;
28;1;Road-Side Assistance;Automotive;Road-Side Assistance;;
29;1;Scooters;Automotive;Scooters;;
30;1;Auto Buying and Selling;Automotive;Auto Buying and Selling;;
31;1;Auto Insurance;Automotive;Auto Insurance;;
32;1;Auto Parts;Automotive;Auto Parts;;
33;1;Auto Recalls;Automotive;Auto Recalls;;
34;1;Auto Repair;Automotive;Auto Repair;;
35;1;Auto Safety;Automotive;Auto Safety;;
36;1;Auto Shows;Automotive;Auto Shows;;
37;1;Auto Technology;Automotive;Auto Technology;;
38;37;Auto Infotainment Technologies;Automotive;Auto Technology;Auto Infotainment Technologies;
39;37;Auto Navigation Systems;Automotive;Auto Technology;Auto Navigation Systems;
40;37;Auto Safety Technologies;Automotive;Auto Technology;Auto Safety Technologies;
41;1;Auto Rentals;Automotive;Auto Rentals;;
42;;Books and Literature;Books and Literature;;;
52;;Business and Finance;Business and Finance;;;
53;52;Business;Business and Finance;Business;;
54;53;Business Accounting & Finance;Business and Finance;Business;Business Accounting & Finance;
55;53;Human Resources;Business and Finance;Business;Human Resources;
56;53;Large Business;Business and Finance;Business;Large Business;
57;53;Logistics;Business and Finance;Business;Logistics;
58;53;Marketing and Advertising;Business and Finance;Business;Marketing and Advertising;
59;53;Sales;Business and Finance;Business;Sales;
60;53;Small and Medium-sized Business;Business and Finance;Business;Small and Medium-sized Business;
61;53;Startups;Business and Finance;Business;Startups;
62;53;Business Administration;Business and Finance;Business;Business Administration;
63;53;Business Banking & Finance;Business and Finance;Business;Business Banking & Finance;
64;63;Angel Investment;Business and Finance;Business;Business Banking & Finance;Angel Investment
65;63;Bankruptcy;Business and Finance;Business;Business Banking & Finance;Bankruptcy
66;63;Business Loans;Business and Finance;Business;Business Banking & Finance;Business Loans
67;63;Debt Factoring & Invoice Discounting;Business and Finance;Business;Business Banking & Finance;Debt Factoring & Invoice Discounting
68;63;Mergers and Acquisitions;Business and Finance;Business;Business Banking & Finance;Mergers and Acquisitions
69;63;Private Equity;Business and Finance;Business;Business Banking & Finance;Private Equity
70;63;Sale & Lease Back;Business and Finance;Business;Business Banking & Finance;Sale & Lease Back
71;63;Venture Capital;Business and Finance;Business;Business Banking & Finance;Venture Capital
72;53;Business I.T.;Business and Finance;Business;Business I.T.;
73;53;Business Operations;Business and Finance;Business;Business Operations;
74;53;Consumer Issues;Business and Finance;Business;Consumer Issues;
75;74;Recalls;Business and Finance;Business;Consumer Issues;Recalls
76;53;Executive Leadership & Management;Business and Finance;Business;Executive Leadership & Management;
77;53;Government Business;Business and Finance;Business;Government Business;
78;53;Green Solutions;Business and Finance;Business;Green Solutions;
79;53;Business Utilities;Business and Finance;Business;Business Utilities;
80;52;Economy;Business and Finance;Economy;;
81;80;Commodities;Business and Finance;Economy;Commodities;
82;80;Currencies;Business and Finance;Economy;Currencies;
83;80;Financial Crisis;Business and Finance;Economy;Financial Crisis;
84;80;Financial Reform;Business and Finance;Economy;Financial Reform;
85;80;Financial Regulation;Business and Finance;Economy;Financial Regulation;
86;80;Gasoline Prices;Business and Finance;Economy;Gasoline Prices;
87;80;Housing Market;Business and Finance;Economy;Housing Market;
88;80;Interest Rates;Business and Finance;Economy;Interest Rates;
89;80;Job Market;Business and Finance;Economy;Job Market;
90;52;Industries;Business and Finance;Industries;;
91;90;Advertising Industry;Business and Finance;Industries;Advertising Industry;
92;90;Education industry;Business and Finance;Industries;Education industry;
93;90;Entertainment Industry;Business and Finance;Industries;Entertainment Industry;
94;90;Environmental Services Industry;Business and Finance;Industries;Environmental Services Industry;
95;90;Financial Industry;Business and Finance;Industries;Financial Industry;
97;90;Healthcare Industry;Business and Finance;Industries;Healthcare Industry;
98;90;Hospitality Industry;Business and Finance;Industries;Hospitality Industry;
99;90;Information Services Industry;Business and Finance;Industries;Information Services Industry;
100;90;Legal Services Industry;Business and Finance;Industries;Legal Services Industry;
101;90;Logistics and Transportation Industry;Business and Finance;Industries;Logistics and Transportation Industry;
102;90;Agriculture;Business and Finance;Industries;Agriculture;
103;90;Management Consulting Industry;Business and Finance;Industries;Management Consulting Industry;
104;90;Manufacturing Industry;Business and Finance;Industries;Manufacturing Industry;
105;90;Mechanical and Industrial Engineering Industry;Business and Finance;Industries;Mechanical and Industrial Engineering Industry;
106;90;Media Industry;Business and Finance;Industries;Media Industry;
107;90;Metals Industry;Business and Finance;Industries;Metals Industry;
108;90;Non-Profit Organizations;Business and Finance;Industries;Non-Profit Organizations;
109;90;Pharmaceutical Industry;Business and Finance;Industries;Pharmaceutical Industry;
110;90;Power and Energy Industry;Business and Finance;Industries;Power and Energy Industry;
111;90;Publishing Industry;Business and Finance;Industries;Publishing Industry;
112;90;Real Estate Industry;Business and Finance;Industries;Real Estate Industry;
113;90;Apparel Industry;Business and Finance;Industries;Apparel Industry;
114;90;Retail Industry;Business and Finance;Industries;Retail Industry;
115;90;Technology Industry;Business and Finance;Industries;Technology Industry;
116;90;Telecommunications Industry;Business and Finance;Industries;Telecommunications Industry;
117;90;Automotive Industry;Business and Finance;Industries;Automotive Industry;
118;90;Aviation Industry;Business and Finance;Industries;Aviation Industry;
